order_id,customer_id,date,city,channel,product,quantity,unit_price,promo_code,distance_km,delay_min,rating,comment,is_bad_review
O002886,C0443,2025-10-22 14:39:00,Lille ,  store  ,Aemricano,2,2.19,,0.0,5.5,3,"Livraison rapide, produit conforme.",0
O000482,C0215,2025-09-22 12:25:00,PARIS,  app  , espresso,1,"2,17",WELCOME10,0.3790629474546962,22.7,4,"Très bon, je recommanderai 👍",0
O002219,C0036,2025-11-16 18:11:00,Paris ,  web  , americano,1,2.09,STUDENT,2.5125568939188034,27.7,4,"J'adore ce café, merci ! ☕",0
O001531,C0105,2025-11-08 20:42:00,  Paris  ,Store,,2,4.09,VIP,0.0,4.3,5,"Très bon, je recommanderai 👍",0
O002116,C0178,31/10/2025 18:00,BORDEAUX,store, americano,1,2.67,HAPPYHOUR,0.0,-21.7,5,"Accueil top, commande nickel.",0
O001515,C0018,2025-10-04 18:38:00,Nantes,  app  ,Latte,2,3.84,,2.322376731416645,20.7,4,"Très bon, je recommanderai 👍 !!!",0
O002961,C0391,2025-11-06 19:50:00,Paris ,app, cookie,5,1.99,,0.7371928418447348,12.2,4,"Très bon, je recommanderai 👍 !!!",0
O001491,C0408,26-09-25 20h36,Nantes, w eb  ,Latte,1,,WELCOME10,2.3149997692196504,11.4,4,"Parfait, rien à dire.",0
O001172,C0184,17/12/2025 12:37,Toulouse,app ,  cookie  ,2,1.86€,,1.6874333769810204,15.4,4,"J'adore ce café, merci ! ☕",0
O002453,C0101,2025-09-18 12:03:00,Lyon,web ,  tea  ,1,2.91,,0.6006320371522648,21.3,4,"Livraison rapide, produit conforme.",0
O002430,C0078,2026-01-03 20:04:00, Paris,store ,cappuccino ,1,3.12€,WELCOME10,,0.0,5,"Accueil top, commande nickel.",0
O002074,C0070,2025-10-05 14:34:00,  Paris  ,  app  ,Sandwich,1,"5,34",WELCOME10,4.110948705732971,16.3,5,,0
O002217,C0225,2025-11-20 09:52:00,brodeaux,APP,AMERICANO,0,2.38,,2.7969130606385186,18.8,2,,1
O002272,C0280,18/11/2025 19:19,Paris,  web  ,  mocha  ,3,4.57,VIP,0.8799121121275715,20.1,4,"Accueil top, commande nickel.",0
O000406,C0037,09-01-26 14h22,lille,web,Cookie,1,1.7,,,12.0,3,"parfait, rien à dire.",0
O000758,C0293,2025-12-26 14:19:00,Paris ,app,latte,1,3.72€,,,10.6,5,,0
O001957,C0095,09/01/2025 05:57 PM,  Marseille  ,app ,Espresso,1,1.93€,STUDENT,1.4824553954677586,18.3,5,Super espresso ! Rapide et délicieux 😍,0
O002185,C0120,2025-12-05 13:26:00,PARIS,app,Brownie,2,,,2.222367800368162,19.5,4,"Livraison rapide, produit conforme. !!!",0
O001952,C0347,2025-10-23 14:35:00,Toulouse ,  app  ,  americano  ,1,2.24,WELCOME10,2.412933301099656,9.0,4,"Parfait, rien à dire.",0
O000098,C0297,2025/10/17,  Paris  ,APP, cookie,1,1.82,HAPPYHOUR,0.38032978062485717,16.6,4,"Accueil top, commande nickel.",0
O001334,C0071,28/12/2025 17:27,Toulouse,app,brownie ,3,"49,54",STUDENT,0.1,6.3,5,"Accueil top, commande nickel.",0
O002390,C0374,18/10/2025 14:52,nice,store ,Latte,1,"3,25",VIP,,11.3,4/5,"très bon, je recommanderai 👍",0
O000744,C0059,2025-09-17 13:49:00,  Toulouse  ,APP,cappuccnio,1,3.5,,1.0687679676830864,18.5,5,"J'adore ce café, merci ! ☕",0
O000807,C0216,2025-11-22 19:04:00, Paris,Web,espresso,-1,1.7,HAPPYHOUR,1.874336881244278,14.6,,Super espresso ! Rapide et délicieux 😍 !!!,0
O002770,C0434,26/09/2025 09:47, Paris,  app  , cookie,2,1.73,WELCOME10,0.34698486533601564,16.0,5,"Livraison rapide, produit conforme.",0
O001897,C0207,05/11/2025 19:41,Lyon,App,sandwich,4,5.52€,HAPPYHOUR,2.158764462196983,24.1,1/5,déçue… sandwich froid et pas bon 😡,1
O002500,C0120,25/10/2025 19:21, Paris,app,brownie ,1,2.7,,1.3583158094931156,20.5,4,"Accueil top, commande nickel.",0
O001536,C0137,2025/11/26,  Paris  ,app , brownie,2,"2,26",,1.7673774291940976,19.7,4,"Parfait, rien à dire. !!!",0
O002051,C0054,27/10/2025 12:25, Paris,Web,COOKIE,1,176,WELCOME10,2.2502738303539616,23.2,4,"Livraison  rapide,  produit  conforme.",0
O002011,C0377,2025-12-02 12:31:00,Paris,  web  ,  americano  ,2,1.91,,1.7305055066950776,21.9,1,Déçue… americano froid et pas bon 😡,1
O000149,C0313,06/01/2026 10:36,Bordeaux,App,COOKIE,1,,,2.8108897215200503,9.7,3/5,"parfait, rien à dire.",0
O002555,C0158,2025-09-30 09:06:00,,WEB,tea ,2,2.22,STUDENT,2.18376579550696,14.3,5,"Accueil top, commande nickel.",0
O002054,C0300,2025-10-02 20:51:00,Lyon ,  app  ,aemricano,1,220,,1.6233966983842787,17.0,4,"Très bon, je recommanderai 👍",0
O001903,C0389,05/11/2025 12:54, Lyon,App,  cookie  ,1,1.7,,0.7930099609044069,27.1,,"J'adore ce café, merci ! ☕",0
O001316,C0222,2025-10-09 14:57:00,Lyon ,  web  ,tea,1,2.33,WELCOME10,1.5845711893454617,18.2,5,"Parfait, rien à dire.",0
O000693,C0123,31/10/2025 10:57,LYON,app,brownie ,1,"2,43",WELCOME10,8.023208505277525,35.2,5,,0
O000819,C0246,16-09-25 10h23,NICE,,americano,1,2.65€,,2.3920494755305746,14.3,5,"J'adore ce café, merci ! ☕",0
O001729,C0270,05-01-26 14h39, Lyon, store,americano ,3,213,,0.0,2.7,4,"Très bon, je recommanderai 👍",0
O001387,C0367,2025-12-11 18:31:00,Paris , app,,1,"4,02",,2.3014617640186175,18.7,1/5,"Commande incorrecte, vraiment nul.",1
O002282,C0175,2026/01/09,Paris ,web,cookie ,2,1.8,VIP,0.5599984440112881,29.9,2/5,"Trop long, 30 min d'attente, inadmissible.",1
O002734,C0219,15-11-25 14h30,Paris,web ,Mocha,2,4.31,VIP,,14.3,4,"Parfait, rien à dire.",0
O001600,C0060,10-11-25 18h06,lille, web,Tea,3,2.77,,4.071339840369813,29.2,5/5,,0
O002611,C0365,13/09/2025 19:55,LILLE,WEB,COOKIE,-1,1.16,,3.5023696680976264,26.4,5/5,"Accueil top, commande nickel.",0
O002458,C0296,24-10-25 09h34, Lille,Web,mAericano,1,2.60€,WELCOME10,1.26707674462546,10.0,4,"Livraison  rapide,  produit  conforme.  !!!",0
O000702,C0396,23/10/2025 14:27,  Nantes  ,web,tea,2,2.26€,,3.165160251931963,-15.4,5,,0
O001879,C0324,2025/12/20,nnates,, espresso,1,1.61,,0.6083636790378167,17.9,5,,0
O002657,C0069,2025-11-19 10:22:00, Paris,web ,Mocha,2,4.24,,3.601919541440841,11.2,5,,0
O000922,C0202,2025-12-14 13:05:00,LYON,app,espresso,1,,STUDENT,1.124642921727967,20.6,5,"J'adore ce café, merci ! ☕",0
O001425,C0111,2025-10-26 18:48:00,Bordeaux,App, tea,4,2.89,,0.2875382289725655,18.3,,,1
O001709,C0065,2025-12-24 17:01:00,lyon,store,cookie ,1,1.70€,,0.0,-2.2,3,,1
O000906,C0310,2025/12/30,Paris, store,tea,1,2.28€,,0.0,15.6,4,"Parfait, rien à dire.",0
O000455,C0283,2026/01/08, Marseille,App,espresso,1,"2,12",WELCOME10,2.221659072274944,21.5,2/5,"Trop long, 21 min d'attente, inadmissible.",1
O002186,C0244,2025-10-29 18:53:00,MARSEILLE,APP,mocha,1,4.34,,4.638049062169472,22.6,5,"livraison rapide, produit conforme.",0
O002305,C0384,2025-09-19 19:45:00,paris,app ,LATTE,1,3.88,,2.726612682347735,22.6,,"Parfait, rien à dire.",0
O001772,C0301,2025/09/27,  Paris  ,APP,  cookie  ,4,"1,53",WELCOME10,1.3022454524566622,23.3,4/5,,0
O000168,C0023,16/09/2025 10:40,nice,web,BROWNIE,1,2.88,,3.3060704435640345,11.4,5,"Accueil top, commande nickel.",0
O000731,C0184,2025-10-21 19:55:00, Toluouse,APP,americano,2,2.41,,4.742242948933113,21.5,4,"J'adore ce café, merci ! ☕",0
O002189,C0404,26-12-25 12h48,marseille,  store  ,latte ,2,3.86,HAPPYHOUR,0.0,19.9,3,"J'adore ce café, merci ! ☕",0
O001311,C0352,21/12/2025 20:24,nantes,Store,Cappuccino,1,30.96,,0.0,10.9,3,"Livraison rapide, produit conforme.",0
O000027,C0175,2025-12-20 17:55:00,paris,Web,SANDWICH,1,520,,4.146892145076358,-29.6,5,"Très bon, je recommanderai 👍",0
O002060,C0404,2025-12-08 18:12:00,marseille,store,Tea,1,253,,0.0,22.6,,"J'adore ce café, merci ! ☕",0
O001653,C0067,2025-11-25 17:32:00,Nice, app,Cookie,0,1.15,,3.1179393123428922,18.1,5,,0
O001623,C0383,2025-12-21 08:53:00,Paris,app ,  latte  ,1,3.47,,6.288277655719225,20.7,1,Super latte ! Rapide et délicieux 😍,0
O000588,C0184,03/11/2025 17:42,Touoluse , app,Brownie,1,2.38,STUDENT,2.4491888902159262,-14.7,5,Super brownie ! Rapide et délicieux 😍,0
O002017,C0123,2025-10-02 19:30:00,  Lyon  ,  app  ,Mocha,0,4.41,,2.7521326658169656,18.2,4,"j'adore ce café, merci ! ☕",0
O000998,C0048,2025-09-28 14:34:00,Lille,store, brownie,-1,232,,,15.9,1,"Accueil top, commande nickel.",0
O001177,C0248,2025/12/21,Marseille ,web,AMERICANO,1,2.33,,1.6963213203398186,18.9,4,"Très bon, je recommanderai 👍",0
O001701,C0099,12/01/2026 17:23,  Toulouse  ,app,  sanwdich  ,2,5.32,,2.7155791812005527,18.8,5,Super sandwich ! Rapide et délicieux 😍,0
O001041,C0205,07/09/2025 13:48, Marseille,APP,Tea,1,3.07,STUDENT,4.913544621131456,25.0,3/5,"Parfait, rien à dire.",0
O000034,C0016,26/11/2025 20:46,PARIS,  app  ,Brownie,1,"22,42",,1.963932319242292,9.2,4,"Très bon, je recommanderai 👍",0
O001810,C0005,2026/01/01,  Toulouse  ,  store  ,espresso,1,2.02,,0.0,12.1,3,"J'adore ce café, merci ! ☕",0
O002627,C0376,2025-12-08 13:45:00,Lyon ,,espresso,1,1.93,STUDENT,0.11416704598879619,16.1,4/5,"J'adore ce café, merci ! ☕",0
O001380,C0221,05-11-25 13h25,Marseille ,store,  sandwich  ,3,5.52€,,0.0,7.3,5,"J'adore ce café, merci ! ☕",0
O000042,C0140,2025-10-21 12:20:00,Marseille ,web ,,1,4.34,,3.1034080937437882,25.8,4,,0
O001792,C0293,2025-12-04 14:22:00, Paris, app,latte ,1,4.25€,VIP,,19.2,5,"Livraison rapide, produit conforme.",0
O002190,C0002,28/09/2025 19:38,Paris ,app,sandwich,1,5.56,,0.1,23.3,2,"Horrible expérience, remboursement ?",1
O002607,C0258,03/12/2025 17:37,LYON,STORE,americano,2,2.58,,0.0,15.3,2,"Pas bon, trop sucré / trop amer.",1
O001973,C0123,10/25/2025 02:15 PM,Lyon, app,  cappuccino  ,1,3.24,,2.2552081802288635,13.9,4,Super cappuccino ! Rapide et délicieux 😍,0
O002290,C0284,2025-10-02 19:17:00,paris,  store  ,Tea,1,2.62,STUDENT,0.0,10.4,4,"Très bon, je recommanderai 👍",0
O001926,C0034,2026-01-07 18:51:00,Bordeaux,web ,  sandwich  ,2,5.65,HAPPYHOUR,1.5011754715783698,20.0,5,Super sandwich ! Rapide et délicieux 😍,0
O000610,C0101,2025-12-07 14:14:00,Lyon , web,Sandwich,4,5.48€,,2.3496882758747053,11.4,4,Super sandwich ! Rapide et délicieux 😍,0
O001133,C0235,2025-11-29 17:21:00,Paris,app,americano,1,2.27,WELCOME10,1.5291097927470845,14.6,3,"Parfait, rien à dire.",0
O000029,C0215,06/01/2026 17:57,Paris,app,Tea,3,2.66,,2.83897451487534,15.3,5,"J'adore ce café, merci ! ☕",0
O000442,C0172,2025-10-19 18:48:00,NANTES,store,TEA,1,2.29,STUDENT,0.0,18.9,4,"Très bon, je recommanderai 👍",0
O002356,C0086,2025-09-27 18:57:00, Paris,app ,  brownie  ,2,2.42,,,22.9,5,"J'adore ce café, merci ! ☕",0
O002799,C0076,2025-10-24 17:40:00,Paris , app,AMERICNAO,1,224,,4.362906818782121,20.0,4,"Très bon, je recommanderai 👍 !!!",0
O000494,C0436,2025-12-03 18:55:00,Paris ,w eb,mocha,4,4.58,WELCOME10,1.496573198759783,18.7,4,Super mocha ! Rapide et délicieux 😍,0
O001259,C0029,2026-01-10 12:54:00,TOULOUSE, web,cappuccino ,4,3.43,,0.9169617047079603,24.7,4,"J'adore ce café, merci ! ☕",0
O001302,C0164,25/11/2025 13:27,Paris,  app  , cookie,1,1.28,,0.1419774127658715,18.5,5,Super cookie ! Rapide et délicieux 😍,0
O002366,C0316,2025-09-07 18:32:00,Paris,App,latte ,1,3.57,VIP,0.834530947323641,23.2,,"Service catastrophique, je ne reviendrai pas.",1
O001383,C0049,2025-09-01 19:54:00,toulouse,Store, mocha,3,"3,89",WELCOME10,0.0,10.2,5,"Livraison rapide, produit conforme.",0
O001305,C0333,24/12/2025 18:23, Paris,web, americano,1,2.39,WELCOME10,1.1713116701775315,17.3,4,"Très  bon,  je  recommanderai  👍",0
O000237,C0156,2025/09/18,Lyon,web,Latte,2,3.78,,4.2132552272078385,25.2,,,0
O000552,C0219,2026-01-05 17:39:00,Paris ,web,  cappuccino  ,1,3.60€,,0.6362411233705424,1.2,4,Super cappuccino ! Rapide et délicieux 😍,0
O000521,C0349,14/09/2025 18:27,Lille , store,brownie,1,2.63,STUDENT,0.0,134.3,1/5,,1
O002447,C0216,2025-11-26 17:49:00,paris,WEB,  americano  ,1,2.59,,1.3915249844512736,7.8,5/5,,0
O000903,C0040,26/12/2025 12:38,Llile, app, mocha,1,"3,79",STUDENT,2.621201241121882,27.1,2,"Trop long, 27 min d'attente, inadmissible.",1
O001139,C0380,2026-01-03 13:00:00,Nice ,web,cappuccino,5,3.06€,,2.187071935306173,33.1,5,"Trop long, 33 min d'attente, inadmissible.",1
O000721,C0031,2025-09-02 10:36:00,  Lyon  ,Web,cookie,2,2.17,,0.5582265898063394,12.4,5/5,,0
O000736,C0278,18/09/2025 12:39,Prais,  app  ,cappuccino ,1,3.33,,1.4062023695205979,18.6,5,Super  cappuccino  !  Rapide  et  délicieux  😍,0
O002654,C0191,03/10/2025 18:42, Masreille,Web,cookie,1,1.11€,,8.274279103811223,32.7,3,"J'adore ce café, merci ! ☕",0
O001751,C0205,19/11/2025 13:14,marseille,app,AMERICANO,1,2.64,,,15.4,2,"Trop long, 15 min d'attente, inadmissible.",1
O000059,C0077,2025/10/11, Lyon,store,Brownie,1,2.21,,0.0,4.2,5,,0
O000632,C0427,16/11/2025 20:10,  Paris  ,web, tea,1,284,,1.5461766573123046,14.3,2,,1
O001182,C0149,2025-12-08 13:06:00,PARIS,web,ESPRESSO,2,2.29,HAPPYHOUR,,25.6,4,"accueil top, commande nickel.",0
O002204,C0072,2025/12/30,Lyon,app ,brownie,1,1.93,,2.7360070865042454,27.2,5,"Accueil top, commande nickel.",0
O000593,C0164,2025-10-11 14:35:00,Prais , app,Cappucicno,1,3.54,,6.432049231027594,29.4,3,"Très bon, je recommanderai 👍",0
O001304,C0061,2025-12-31 19:52:00,Prais ,App,  brownie  ,1,2.33,,3.742686322862932,24.8,,"Livraison rapide, produit conforme.",0
O001388,C0295,2025-11-28 18:15:00,  Lyon  ,app ,espresso ,1,1.97,,2.104869875493142,28.8,4,"Parfait, rien à dire.",0
O002616,C0084,2025-12-02 13:01:00,PARIS,,  americano  ,2,2.33€,,0.0,10.9,1,"Très bon, je recommanderai 👍",0
O002631,C0276,03-09-25 20h45,bordaeux,STORE,Latte,1,"3,75",,0.0,3.6,3,"J'adore ce café, merci ! ☕",0
O001846,C0233,10/26/2025 12:09 PM,  Lille  ,app ,sandwich,3,"5,66",,1.8133074125120219,25.6,4/5,"J'adore ce café, merci ! ☕ !!!",0
O000940,C0102,2025-12-02 20:15:00,Lyon,  wbe  ,latte ,1,"3,73",,1.0104709832364243,5.8,5,"Parfait, rien à dire.",0
O002789,C0130,2025/10/08,,App,sandwich,1,"5,00",WELCOME10,3.6103986723299766,24.0,5,super sandwich ! rapide et délicieux 😍,0
O001250,C0070,2025-10-29 20:08:00,Paris,app,latte ,1,385,,0.9681847422326735,15.4,1,,0
O000905,C0438,10/10/2025 08:14,Bordeaux ,APP,cappuccino,1,3.29,,,17.9,4,Super cappuccino ! Rapide et délicieux 😍,0
O002544,C0082,2025/12/16,NANTES,app,Cappuccino,3,3.77,,0.6482912093514963,8.5,2,,1
O001280,C0141,25/12/2025 19:36, Paris,Web,brownie ,2,2.32,,1.0225416611423659,27.1,2,"trop long, 27 min d'attente, inadmissible.",1
O002403,C0058,2025-12-28 17:19:00, Prais,app ,tae ,1,256,STUDENT,0.7997169325769298,13.8,2,"Horrible  expérience,  remboursement  ?",1
O002960,C0089,2026-01-12 14:31:00,  Paris  ,web,MOCHA,1,3.91,HAPPYHOUR,1.4606993539838005,15.2,4,"J'adore ce café, merci ! ☕",0
O002127,C0020,22/12/2025 12:54,Lille ,app,brownie,3,"1,97",,10.706600078231197,38.1,5,"Très bon, je recommanderai 👍",0
O002388,C0216,2025/09/27,paris,WEB,cookie,1,2.07,,1.903667820695055,15.5,,"J'adore ce café, merci ! ☕",0
O002043,C0300,09/25/2025 05:10 PM,Lyon ,App,Brownie,1,2.04,,2.667348399438546,14.7,5,Super brownie ! Rapide et délicieux 😍,0
O001143,C0442,2025-11-03 13:42:00,Paris, web,sandwich,1,5.41,WELCOME10,1.6146389093329365,23.2,5,"Accueil top, commande nickel.",0
O002382,C0398,14/11/2025 20:27,Paris ,Store,asndwich,1,541,,0.0,6.3,,"très bon, je recommanderai 👍",0
O000707,C0402,2025-11-04 18:07:00,  Nice  ,,  mocha  ,4,4.29,HAPPYHOUR,,17.4,5,"Accueil top, commande nickel.",0
O002642,C0033,2025-09-27 18:37:00,LYON,WEB,cappuccnio,1,"3,31",WELCOME10,2.3213985584960164,19.3,4,"Accueil top, commande nickel.",0
O001023,C0389,2025-09-02 08:19:00,LYON, app,  brownie  ,1,2.25,,0.898974495951205,14.0,2,"Pas bon, trop sucré / trop amer.",1
O000746,C0374,2025-09-10 17:10:00,,STORE,AMERICANO,2,2.36,,0.0,7.2,5,"Accueil top, commande nickel.",0
O001547,C0260,23-11-25 17h44, Toulouse,Store, brownie,2,2.05,,0.0,7.2,5,"Parfait, rien à dire. !!!",0
O002358,C0420,2025-09-27 08:48:00,Bordeaux,app,americano,1,,,5.3796417311947,20.1,4,Super americano ! Rapide et délicieux 😍,0
O002047,C0138,2025-10-03 19:24:00,Paris, web,cappuccino ,1,3.19,,3.3556424647455687,21.1,5/5,,0
O000514,C0409,26/10/2025 20:48,Paris,  app  ,mocha,1,4.21,,4.600836479128306,20.7,5,"Accueil top, commande nickel. !!!",0
O000082,C0434,2025-09-10 09:07:00,  Paris  , app,Americano,1,2.6,HAPPYHOUR,2.0571743144569754,12.7,2,Déçue… americano froid et pas bon 😡,1
O002662,C0097,03/10/2025 14:52,Lyon, app,americano,3,2.0,,,3.8,1,Super americano ! Rapide et délicieux 😍,0
O001309,C0377,2025-09-27 17:02:00,Paris,web,latte,1,4.20€,,,134.8,4,,0
O002496,C0356,2025-09-12 18:06:00,Toulouse ,app,latte,1,3.89,HAPPYHOUR,5.618162108141882,30.3,4,,0
O000915,C0409,2025-11-29 19:57:00,Paris ,APP,cookie ,1,35.33,,0.8082426225576889,21.8,,"Très bon, je recommanderai 👍",0
O001405,C0357,2025-12-26 17:53:00,paris,APP,SANDWICH,1,5.16,,1.2704453537223908,11.1,4,"J'adore ce café, merci ! ☕",0
O001648,C0038,2025/10/07,LYON,  web  ,Cookie,1,1.53,HAPPYHOUR,2.3010856324700812,-24.6,5,"J'adore ce café, merci ! ☕",0
O002761,C0348,2025-11-10 19:17:00,Lille ,  pap  ,espresso,1,1.7,,0.718772291428386,18.3,4,Super espresso ! Rapide et délicieux 😍,0
O001109,C0032,2025-09-24 09:19:00,BORDEAUX,web, americano,1,2.43,WELCOME10,132.40055414547862,243.8,2/5,"Pas bon, trop sucré / trop amer.",1
O000125,C0068,2025-10-16 12:04:00,Nice ,App,Cappuccino,2,3.84,STUDENT,2.2628220571239903,23.6,4,,0
O002727,C0091,05-11-25 12h10,Bordeaux ,store,cappcucino,1,3.39,,0.0,20.5,4/5,,0
O000775,C0099,2025/09/03,TOULOUSE,app, latte,1,3.35€,,2.02870532113479,16.3,4,Super latte ! Rapide et délicieux 😍,0
O000330,C0294,19/11/2025 17:57,Bordeaux,  web  , espresso,1,2.17,,,10.6,4,,0
O000007,C0425,2025-12-23 19:46:00, Lyon,app,espresso,2,1.87,STUDENT,0.8408141631721889,18.0,5,"Très bon, je recommanderai 👍",0
O000944,C0037,2025-12-26 09:08:00,Lille ,  web  ,Espresso,5,1.97,,2.9972195321950466,13.7,5,,0
O000823,C0050,15/10/2025 18:36, Toulouse,app ,sandwich,1,5.66,,2.1299738160635195,22.2,5,"Livraison rapide, produit conforme.",0
O000735,C0398,2025-09-03 17:48:00,PARIS,STORE, cappuccino,2,389,,0.0,3.4,5,"J'adore ce café, merci ! ☕",0
O000910,C0422,05/01/2026 17:10,  Lille  ,app ,t ea,1,2.58€,,2.8916419773394217,20.1,4,"Parfait, rien à dire.",0
O000469,C0119,01/01/2026 20:55,Nanets,web,cappuccino,1,"3,87",WELCOME10,3.5311086336728423,19.7,,,0
O000182,C0434,2025-10-05 12:33:00,paris,pap ,cappuccino,2,"3,61",VIP,3.085954191907844,22.6,5,,0
O000165,C0432,17/12/2025 13:04,PARIS,  store  , espresso,1,2.33€,,0.0,14.8,5,"Parfait, rien à dire.",0
O001524,C0367,22-09-25 09h31,PARIS, app, cappuccino,2,3.79€,WELCOME10,0.31388992468394733,11.8,4,"J'adore ce café, merci ! ☕",0
O000452,C0306,2025-10-02 09:05:00,Marseille ,Web,AMERICANO,1,2.21,HAPPYHOUR,3.418904780315287,8.0,4,Super americano ! Rapide et délicieux 😍,0
O000491,C0122,2025-10-13 20:17:00, Paris, app,tea ,0,2.07,STUDENT,2.377851807767538,11.5,5,"Parfait, rien à dire. !!!",0
O002005,C0394,2025-09-10 08:38:00,Loyn,app ,brownie,2,2.37,,2.1770849146449622,16.9,4,"Parfait, rien à dire.",0
O001144,C0188,2025-11-25 14:49:00,PARIS,web ,Americano,3,2.49,,,12.2,5,"livraison rapide, produit conforme.",0
O001312,C0323,2025-10-15 19:11:00, Lyon,Web, cappuccino,1,4.04,,1.360350790380452,22.6,,"j'adore ce café, merci ! ☕",0
O002243,C0063,2025-09-08 14:11:00,Paris,app,  tea  ,3,"2,50",HAPPYHOUR,3.939856932223651,24.6,5,Super tea ! Rapide et délicieux 😍,0
O001112,C0193,2026/01/01, Bordeaux,  web  ,cappuccino,2,3.84,HAPPYHOUR,1.217540153440943,10.8,5/5,"Livraison rapide, produit conforme. !!!",0
O002855,C0429,2025/10/04,,Store,  cappuccino  ,2,325,WELCOME10,0.0,4.6,4,super cappuccino ! rapide et délicieux 😍,0
O001978,C0229,06-11-25 08h10, Paris,store , cappuccino,1,"3,15",,0.0,12.6,4,"Livraison rapide, produit conforme.",0
O001442,C0022,2025-09-22 19:07:00,Marseille,APP,sandwich,3,"5,58",,8.92384614821939,40.3,5,"Très bon, je recommanderai 👍",0
O001890,C0096,2025-10-30 18:57:00,Marseille, web,espresso,1,"2,19",,1.3670282754534027,19.8,4,Super  espresso  !  Rapide  et  délicieux  😍,0
O001007,C0420,2025-09-07 17:07:00,Bordeaux,  app  ,,1,2.58,STUDENT,4.0289248286703225,17.9,5,"Livraison  rapide,  produit  conforme.",0
O001628,C0183,2025-11-16 19:19:00,Nantes,app,TEA,2,2.15,,2.2851666532002604,22.1,4,Super tea ! Rapide et délicieux 😍 !!!,0
O001633,C0354,03/10/2025 20:24,  Nice  ,STORE,cappuccino,1,"3,45",,0.0,3.4,5,"Parfait, rien à dire. !!!",0
O001075,C0366,2025-12-07 17:55:00,Paris ,web ,cappuccino,2,3.57,,1.5327991873776274,8.8,4,,0
O000579,C0447,2025-10-13 17:14:00,Marsielle,  web  ,LATTE,1,"3,88",,0.5428436222571893,11.0,3,"Accueil top, commande nickel. !!!",0
O002728,C0394,12/20/2025 05:47 PM,Lyon,app,LATTE,1,3.96,STUDENT,0.6673750394954334,15.9,5,,0
O001943,C0118,2025-09-08 18:14:00,Marseille,APP, americano,1,2.04,,8.112805959092004,26.5,4,"livraison rapide, produit conforme.",0
O002264,C0067,13/10/2025 14:09,NICE,APP,  latte  ,1,3.62,,4.029945749007963,11.8,2,"Service catastrophique, je ne reviendrai pas.",1
O002303,C0370,2025/09/20, Marseille,app,sandwich,1,5.85,,3.608124852716098,30.2,3,"Parfait, rien à dire.",0
O000328,C0230,2025/11/24, Nice,APP,espresso,1,1.87€,,1.8374004191120554,14.8,5,"J'adore ce café, merci ! ☕",0
O001791,C0295,2025-10-30 08:59:00,lyon,app, tea,2,232,,1.3290436734198892,17.6,4,"Accueil  top,  commande  nickel.",0
O000443,C0366,16-09-25 10h22, Paris,web, americano,1,2.44,,3.0490455436223636,19.8,5/5,,0
O001859,C0335,09/12/2025 19:25,Paris ,,tea,3,2.22€,HAPPYHOUR,,23.8,5/5,,0
O002171,C0241,01/11/2025 19:16,INCE,web,  mocha  ,1,"4,11",HAPPYHOUR,2.1894000121949553,14.0,4/5,"j'adore ce café, merci ! ☕",0
O002833,C0301,2025-11-07 19:24:00,Paris , app,BROWNIE,3,2.22,,1.067548979989038,21.4,4,"Parfait, rien à dire.",0
O000833,C0229,27/09/2025 08:00,Paris,,mocha,2,3.83,,0.0,4.8,5,"Parfait, rien à dire.",0
O002375,C0323,2025/12/05,lyon,web ,tea,1,246,WELCOME10,5.017830783688779,35.4,1,"Horrible expérience, remboursement ?",1
O002104,C0113,2025-12-08 13:32:00,LOYN,store ,americano,2,1.99,,0.0,12.1,4,"J'adore ce café, merci ! ☕",0
O001415,C0361,13-12-25 08h01,Paris, store, mocha,1,4.39,,0.0,8.8,4,"Parfait, rien à dire.",0
O001202,C0109,16/09/2025 12:01,PARIS,APP,Americano,2,2.52€,HAPPYHOUR,3.017397649324124,21.1,5,,0
O002315,C0395,2025/12/03,Paris ,web,brownie ,2,"2,53",,3.4409710499022133,23.2,5,"Livraison  rapide,  produit  conforme.",0
O001500,C0398,2026-01-04 12:16:00,prais,store, espresso,1,2.24,STUDENT,0.0,15.8,5,"Très bon, je recommanderai 👍",0
O002878,C0397,2025/11/04,Paris ,app ,espresso,2,1.96,VIP,2.50809777538756,27.5,2,"Trop long, 27 min d'attente, inadmissible. !!!",1
O000087,C0186,24/11/2025 10:23,  Toulouse  ,app,Tea,1,2.7,,2.647117883542689,21.8,5/5,Super tea ! Rapide et délicieux 😍,0
O001404,C0322,30/12/2025 08:28,toulouse,web ,espresso ,2,"1,74",WELCOME10,2.8284317679956152,11.4,2,"Service catastrophique, je ne reviendrai pas.",1
O002927,C0412,26/10/2025 14:12,Nice,APP,espresso ,4,"2,03",VIP,0.6870323098291916,14.9,3,"Accueil top, commande nickel.",0
O001482,C0233,2025-12-17 18:36:00, Lille, app,Tea,4,"2,63",,3.3515966041331935,24.7,5,,0
O000778,C0300,2025-12-14 12:22:00,Lyon,app,brownie,2,2.14,VIP,1.7109098793550221,22.6,5,"J'adore ce café, merci ! ☕",0
O000800,C0067,03/11/2025 10:52,Nice,APP,AMERICANO,1,1.85,,119.61309385713184,229.2,5,"Parfait, rien à dire.",0
O001667,C0389,2025-09-28 14:04:00,  Lyon  ,App,cappucicno ,1,3.77,HAPPYHOUR,2.8008320512525935,18.3,5,,0
